container_name,pod_name,namespace,cluster_name,container_image,container_state,container_started_at,image_age_days,last_updated
tomcat,fadvusgw14-worker-lowpriority-179,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/scalyr-monolith-s1:build256-535c5218ea,running,2024-07-22 14:51:33+00:00,21,2024-07-22 15:54:34+00:00
tomcat,fadvusgw14-worker-lowpriority-189,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/scalyr-monolith-s1:build256-535c5218ea,running,2024-07-22 14:51:33+00:00,21,2024-07-22 15:54:34+00:00
tomcat,fadvusgw14-worker-lowpriority-180,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/scalyr-monolith-s1:build256-535c5218ea,running,2024-07-22 14:51:31+00:00,21,2024-07-22 15:54:34+00:00
tomcat,fadvusgw14-worker-lowpriority-186,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/scalyr-monolith-s1:build256-535c5218ea,running,2024-07-22 14:51:27+00:00,21,2024-07-22 15:54:34+00:00
tomcat,fadvusgw14-worker-lowpriority-178,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/scalyr-monolith-s1:build256-535c5218ea,running,2024-07-22 14:51:23+00:00,21,2024-07-22 15:54:34+00:00
tomcat,fadvusgw14-worker-lowpriority-177,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/scalyr-monolith-s1:build256-535c5218ea,running,2024-07-22 14:51:19+00:00,21,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-s4g24,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-07-22 14:51:19+00:00,174,2024-07-22 15:54:34+00:00
consul-client,fadvusgw14-worker-lowpriority-182,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-07-22 14:51:18+00:00,396,2024-07-22 15:54:34+00:00
consul-client,fadvusgw14-worker-lowpriority-185,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-07-22 14:51:18+00:00,396,2024-07-22 15:54:34+00:00
consul-client,fadvusgw14-worker-lowpriority-184,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-07-22 14:51:16+00:00,396,2024-07-22 15:54:34+00:00
tomcat,fadvusgw14-worker-lowpriority-193,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/scalyr-monolith-s1:build256-535c5218ea,running,2024-07-22 14:51:14+00:00,21,2024-07-22 15:54:34+00:00
tomcat,fadvusgw14-worker-lowpriority-196,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/scalyr-monolith-s1:build256-535c5218ea,running,2024-07-22 14:51:14+00:00,21,2024-07-22 15:54:34+00:00
consul-client,fadvusgw14-worker-lowpriority-187,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-07-22 14:51:13+00:00,396,2024-07-22 15:54:34+00:00
tomcat,fadvusgw14-worker-lowpriority-192,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/scalyr-monolith-s1:build256-535c5218ea,running,2024-07-22 14:51:13+00:00,21,2024-07-22 15:54:34+00:00
tomcat,fadvusgw14-worker-lowpriority-194,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/scalyr-monolith-s1:build256-535c5218ea,running,2024-07-22 14:51:13+00:00,21,2024-07-22 15:54:34+00:00
tomcat,fadvusgw14-worker-lowpriority-195,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/scalyr-monolith-s1:build256-535c5218ea,running,2024-07-22 14:51:13+00:00,21,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-ksq5w,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-07-22 14:51:13+00:00,174,2024-07-22 15:54:34+00:00
tomcat,fadvusgw14-worker-lowpriority-188,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/scalyr-monolith-s1:build256-535c5218ea,running,2024-07-22 14:51:12+00:00,21,2024-07-22 15:54:34+00:00
tomcat,fadvusgw14-worker-lowpriority-190,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/scalyr-monolith-s1:build256-535c5218ea,running,2024-07-22 14:51:12+00:00,21,2024-07-22 15:54:34+00:00
tomcat,fadvusgw14-worker-lowpriority-191,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/scalyr-monolith-s1:build256-535c5218ea,running,2024-07-22 14:51:12+00:00,21,2024-07-22 15:54:34+00:00
consul-client,fadvusgw14-worker-lowpriority-179,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-07-22 14:51:11+00:00,396,2024-07-22 15:54:34+00:00
consul-client,fadvusgw14-worker-lowpriority-181,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-07-22 14:51:11+00:00,396,2024-07-22 15:54:34+00:00
consul-client,fadvusgw14-worker-lowpriority-189,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-07-22 14:51:11+00:00,396,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-9p22v,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-07-22 14:51:11+00:00,174,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-f2h2w,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-07-22 14:51:10+00:00,174,2024-07-22 15:54:34+00:00
consul-client,fadvusgw14-worker-lowpriority-180,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-07-22 14:51:09+00:00,396,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-ztkjl,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-07-22 14:51:08+00:00,174,2024-07-22 15:54:34+00:00
tomcat,fadvusgw14-worker-lowpriority-183,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/scalyr-monolith-s1:build256-535c5218ea,running,2024-07-22 14:51:04+00:00,21,2024-07-22 15:54:34+00:00
consul-client,fadvusgw14-worker-lowpriority-186,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-07-22 14:51:04+00:00,396,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-q7r54,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-07-22 14:51:04+00:00,174,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-pd5cr,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-07-22 14:51:01+00:00,174,2024-07-22 15:54:34+00:00
consul-client,fadvusgw14-worker-lowpriority-178,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-07-22 14:51:00+00:00,396,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-fwblj,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-07-22 14:51:00+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-fwblj,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-07-22 14:51:00+00:00,138,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-kd9x4,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-07-22 14:51:00+00:00,174,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-fwblj,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-07-22 14:50:59+00:00,138,2024-07-22 15:54:34+00:00
consul-client,fadvusgw14-worker-lowpriority-177,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-07-22 14:50:56+00:00,396,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-sfglk,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-07-22 14:50:56+00:00,174,2024-07-22 15:54:34+00:00
aws-node,aws-node-dfs44,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/amazon-k8s-cni:v1.16.2,running,2024-07-22 14:50:55+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-85wtg,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-07-22 14:50:54+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-86trn,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-07-22 14:50:54+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-86trn,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-07-22 14:50:54+00:00,138,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-85wtg,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-07-22 14:50:53+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-85wtg,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-07-22 14:50:53+00:00,138,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-86trn,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-07-22 14:50:53+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-f4z5h,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-07-22 14:50:53+00:00,138,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-2kfbr,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-07-22 14:50:53+00:00,174,2024-07-22 15:54:34+00:00
consul-client,fadvusgw14-worker-lowpriority-196,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-07-22 14:50:52+00:00,396,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-f4z5h,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-07-22 14:50:52+00:00,138,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-dbkh4,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-07-22 14:50:52+00:00,174,2024-07-22 15:54:34+00:00
agent,agent-hh89b,sentinelone,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/cws-agents/release/23.4.2/release/s1agent:23.4.2.14,running,2024-07-22 14:50:52+00:00,126,2024-07-22 15:54:34+00:00
consul-client,fadvusgw14-worker-lowpriority-192,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-07-22 14:50:51+00:00,396,2024-07-22 15:54:34+00:00
consul-client,fadvusgw14-worker-lowpriority-193,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-07-22 14:50:51+00:00,396,2024-07-22 15:54:34+00:00
consul-client,fadvusgw14-worker-lowpriority-194,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-07-22 14:50:51+00:00,396,2024-07-22 15:54:34+00:00
consul-client,fadvusgw14-worker-lowpriority-195,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-07-22 14:50:51+00:00,396,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-f4z5h,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-07-22 14:50:51+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-nhz9k,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-07-22 14:50:51+00:00,138,2024-07-22 15:54:34+00:00
consul-client,fadvusgw14-worker-lowpriority-190,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-07-22 14:50:50+00:00,396,2024-07-22 15:54:34+00:00
consul-client,fadvusgw14-worker-lowpriority-191,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-07-22 14:50:50+00:00,396,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-nhz9k,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-07-22 14:50:50+00:00,138,2024-07-22 15:54:34+00:00
consul-client,fadvusgw14-worker-lowpriority-188,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-07-22 14:50:49+00:00,396,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-nhz9k,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-07-22 14:50:49+00:00,138,2024-07-22 15:54:34+00:00
scalyr-agent,scalyr-agent-2-hffp5,scalyr,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/scalyr-agent/scalyr-k8s-agent-fips:2.2.9a,running,2024-07-22 14:50:49+00:00,174,2024-07-22 15:54:34+00:00
aws-node,aws-node-57wcn,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/amazon-k8s-cni:v1.16.2,running,2024-07-22 14:50:48+00:00,138,2024-07-22 15:54:34+00:00
aws-node,aws-node-xg4xx,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/amazon-k8s-cni:v1.16.2,running,2024-07-22 14:50:48+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-fmb48,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-07-22 14:50:47+00:00,138,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-b9gqq,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-07-22 14:50:47+00:00,397,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-mzq96,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-07-22 14:50:47+00:00,396,2024-07-22 15:54:34+00:00
aws-node,aws-node-56vvf,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/amazon-k8s-cni:v1.16.2,running,2024-07-22 14:50:46+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-fmb48,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-07-22 14:50:46+00:00,138,2024-07-22 15:54:34+00:00
agent,agent-s2pjn,sentinelone,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/cws-agents/release/23.4.2/release/s1agent:23.4.2.14,running,2024-07-22 14:50:46+00:00,126,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-fmb48,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-07-22 14:50:45+00:00,138,2024-07-22 15:54:34+00:00
agent,agent-4sm7w,sentinelone,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/cws-agents/release/23.4.2/release/s1agent:23.4.2.14,running,2024-07-22 14:50:45+00:00,126,2024-07-22 15:54:34+00:00
aws-node,aws-node-g9rrd,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/amazon-k8s-cni:v1.16.2,running,2024-07-22 14:50:44+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-sjhkv,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-07-22 14:50:44+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-sjhkv,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-07-22 14:50:44+00:00,138,2024-07-22 15:54:34+00:00
agent,agent-8p22x,sentinelone,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/cws-agents/release/23.4.2/release/s1agent:23.4.2.14,running,2024-07-22 14:50:44+00:00,126,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-sjhkv,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-07-22 14:50:43+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-xk8g8,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-07-22 14:50:42+00:00,138,2024-07-22 15:54:34+00:00
agent,agent-rg7ts,sentinelone,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/cws-agents/release/23.4.2/release/s1agent:23.4.2.14,running,2024-07-22 14:50:42+00:00,126,2024-07-22 15:54:34+00:00
consul-client,fadvusgw14-worker-lowpriority-183,default,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/consul:1.12.9,running,2024-07-22 14:50:41+00:00,396,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-xk8g8,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-07-22 14:50:41+00:00,138,2024-07-22 15:54:34+00:00
aws-node,aws-node-tt6gc,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/amazon-k8s-cni:v1.16.2,running,2024-07-22 14:50:40+00:00,138,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-xk8g8,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-07-22 14:50:40+00:00,138,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-5fw7v,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-07-22 14:50:40+00:00,397,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-sbpzt,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-07-22 14:50:40+00:00,397,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-bbhgl,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-07-22 14:50:40+00:00,396,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-lfb7p,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-07-22 14:50:40+00:00,396,2024-07-22 15:54:34+00:00
agent,agent-mr4xv,sentinelone,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/docker-release/cws-agents/release/23.4.2/release/s1agent:23.4.2.14,running,2024-07-22 14:50:39+00:00,126,2024-07-22 15:54:34+00:00
aws-node,aws-node-8qg8t,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/amazon-k8s-cni:v1.16.2,running,2024-07-22 14:50:38+00:00,138,2024-07-22 15:54:34+00:00
liveness-probe,ebs-csi-node-pn5td,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/livenessprobe:v2.12.0-eks-1-29-5,running,2024-07-22 14:50:38+00:00,138,2024-07-22 15:54:34+00:00
kube-proxy,kube-proxy-xpnpw,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/kube-proxy:v1.22.17,running,2024-07-22 14:50:38+00:00,397,2024-07-22 15:54:34+00:00
node-exporter,prometheus-node-exporter-x845x,prometheus,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-exporter:v1.5.0,running,2024-07-22 14:50:38+00:00,396,2024-07-22 15:54:34+00:00
ebs-plugin,ebs-csi-node-pn5td,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/aws-ebs-csi-driver:v1.28.0,running,2024-07-22 14:50:37+00:00,138,2024-07-22 15:54:34+00:00
node-driver-registrar,ebs-csi-node-pn5td,kube-system,awsgov-prod-fadvusgw14-eks-cluster,773463581296.dkr.ecr.us-gov-west-1.amazonaws.com/node-driver-registrar:v2.10.0-eks-1-29-5,running,2024-07-22 14:50:37+00:00,138,2024-07-22 15:54:34+00:00
